sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes,is_main_23,is_aux_45,weight_len,weight_quality,sample_weight
APSAK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,326.0,326.0,326.0,326.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,3744,Fungi (Agaricus bisporus),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || UF, RP-HPLC, Col. Chromatography,",False,True,0.5,0.7,0.35
APVPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,630.96,630.96,630.96,630.96,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2515,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
AQSAP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,505.2642456829395,505.2642456829395,505.2642456829395,505.2642456829395,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000815 || FMDB2042,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,False,True,0.5,0.7,0.35
ARHPH,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,15.15,15.641241579690115,15.63,15.47374719323004,1.0324251867782257,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized,False,False,,biopep_ace_000467 || 9229 || mbpdb_ace_000061 || MBPDB_P02668_ARHPH_117-121 || fermfoodb_ace_000215 || FMDB799,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9229 || 10.1016/j.idairyj.2007.02.009 || 25829629,BIOPEP-UWM || ACE-inhibitory activity of probiotic yoghurt || Bos taurus || Kappa-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL as substate,False,True,0.5,0.8,0.4
ARPAK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,19.05,19.05,19.05,19.05,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2378,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
AVPYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,80.0,80.0,80.0,80.0,1.0,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000241 || MBPDB_P02666_AVPYP_192-196 || 2436 || 5311 || 5857 || 6356,10.1080/00021369.1987.10868244 || Milk (bovine casein) || Casein,Studies on the Active Site and Antihypertensive Activity of Angiotensin I-Converting Enzyme Inhibitors Derived from Casein || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971),False,True,0.5,0.8,0.4
AVVRP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,74.0,74.0,74.0,74.0,1.0,3,6,6,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000238 || 7799 || mbpdb_ace_000060 || MBPDB_P07498_AVVRP_85-89 || 2432 || 5312 || 6037 || 6703,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7799 || 10.1080/00021369.1989.10869621 || Milk (human casein),BIOPEP-UWM || Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),False,True,0.5,0.8,0.4
AYFYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,500.0,1001.0,750.5,750.5,2.002,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2502 || 6438,A-casein,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
DHPFL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,6.2,6.2,6.2,6.2,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2545,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
DIGYY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,3.39,3.39,3.39,3.39,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2325,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
DKIHP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,113.0,113.1,113.1,113.075,1.0008849557522124,3,8,4,,,,mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000239 || MBPDB_P11839_DKIHP_62-66 || fermfoodb_ace_000693 | fermfoodb_ace_000698 | fermfoodb_ace_000700 | fermfoodb_ace_000709 | fermfoodb_ace_000714 || FMDB1596 | FMDB1615 | FMDB1622 | FMDB1633 | FMDB1645 || 2450 || 4313,"1) 10.1016/j.chroma.2004.05.022, 2) 10.1021/jf049532f || Milk-Cheese (Sheep milk and cheeses proteins)","1) Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry, 2) ACE-Inhibitory Activity and Structural Properties of Peptide Asp-Lys-Ile-His-Pro [β-CN f(47-51)] Study of the Peptide Forms Synthesized by Different Methods || Ovis aries || Beta-casein || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, RP-HPLC",False,True,0.5,0.8,0.4
DLTDY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,143.0,143.0,143.0,143.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,6100,Oyster Crassostrea gigas,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,False,True,0.5,0.7,0.35
DYVGN,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.72,2.15,1.435,1.435,2.986111111111111,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2317 || 2864,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
ENGEC,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.074572571844307,0.074572571844307,0.074572571844307,0.074572571844307,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000173 || FMDB372,22901481,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || spectrophotometeric assay using HHL as substrate,False,True,0.5,0.7,0.35
EVPKA,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,324.77,324.77,324.77,324.77,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000232 || MBPDB_P05814_EVPKA_100-104,10.1016/j.idairyj.2005.12.012,Identification of bioactive peptides after digestion of human milk and infant formula with pepsin and pancreatin || Homo sapiens || Beta-casein,False,True,0.5,0.7,0.35
FFFPK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,510.67,510.67,510.67,510.67,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000742 || 10776,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10776,BIOPEP-UWM,False,True,0.5,0.7,0.35
FFVAP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,6.0,503.51,6.0,88.91833333333334,83.91833333333334,2,6,6,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000323 || MBPDB_P02662_FFVAP_38-42 || 2505 || 5313 || 5845 || 6416 || 6856,"1) 10.1080/00021369.1985.10866901, 2) 10.3168/jds.2019-17976 || Milk (bovine casein) || Casein || Human (Synthetic peptide of Human beta casein)","1) Angiotensin I-Converting Enzyme Inhibitor Derived from an Enzymatic Hydrolysate of Casein II Isolation and Bradykinin-potentiating Activity on the Uterus and the Ileum of Rats, 2) Characterization of casein-derived peptide bioactivity: Differential effects on angiotensin-converting enzyme inhibition and cytokine and nitric oxide production || Bos taurus || Alpha-S1-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
FLVPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,12.02,12.02,12.02,12.02,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2364,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
FYPEL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,71.3,81.62,76.46000000000001,76.46000000000001,1.144740532959327,2,2,2,,,,biopep_core_standardized || mbpdb_core_standardized,False,False,,biopep_ace_000432 || 9178 || mbpdb_ace_000296 || MBPDB_P02662_FYPEL_160-164,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9178 || 1) 10.1016/j.idairyj.2013.05.008, 2) 10.3390/foods9080991","BIOPEP-UWM || 1) Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein",False,True,0.5,0.8,0.4
FYTGG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,3.8,3.8,3.8,3.8,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2039,Egg proteins,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
GEGGP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,106.280193237,254.0,180.1400966185,180.1400966185,2.3899090909026817,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,1294 || 2736,Fungi (Mushroom (Tricholoma giganteum)) || Pholiota adiposa,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971) || UF, EC, RP-HPLC || exact_molar_value || not_converted: ic50_type不是mass_unit || MALDI-TOF-MS, UF, RP-HPLC",False,True,0.5,0.7,0.35
GILRP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,90.7,90.7,90.7,90.7,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000023 || MBPDB_P24627_GILRP_149-153,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,False,True,0.5,0.7,0.35
GLTSK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,65.4,65.4,65.4,65.4,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000390 || 9097,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9097,BIOPEP-UWM,False,True,0.5,0.7,0.35
GPCSR,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,61.67,275.8,168.735,168.735,4.472190692395006,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,1025 || 1238,Sweet-potato || Sweet-potato tuber defensin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS || TLC (Holmquist et al., 1979) || Ni2+-chelate AC",False,True,0.5,0.7,0.35
GPSMR,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,277.5,277.5,277.5,277.5,1.0,2,2,2,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,,fermfoodb_ace_000409 || FMDB1030 || 1016,Fungi (Mushroom (P.Cystidiosus)),"singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Novel angiotensin I-converting enzyme inhibitory peptides derived from an edible mushroom, Pleurotus cystidiosus O.K. Miller identified by LC-MS/MS || Ace inhibitory assay kit || small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS",False,True,0.5,0.8,0.4
GRVMP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,179.67,250.0,250.0,239.95285714285717,1.3914398619691657,3,7,7,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000002 || 2618 || mbpdb_ace_000227 || MBPDB_P05814_GRVMP_112-116 || 2462 || 5314 || 5991 || 6287 || 6816,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2618 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
GSAGY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,950.0,950.0,950.0,950.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000389 || 9095,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9095,BIOPEP-UWM,False,True,0.5,0.7,0.35
GTEKC,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,61.67,275.8,168.735,168.735,4.472190692395006,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,1024 || 1250,Sweet-potato || Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC",False,True,0.5,0.7,0.35
GVHGV,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.0,2.0,2.0,2.0,1.0,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2313 || 6712,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
GVHHA,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,71.8,71.8,71.8,71.8,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000280 || 8296 || 1059 || 5315 || 5728 || 6771,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8296 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis) || Cuttlefish muscle (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC",False,True,0.5,0.8,0.4
GVYPH,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2511.89,2511.89,2511.89,2511.89,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2537,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
HLPLP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,31.3,21600.0,41.0,2197.018,690.0958466453674,3,10,10,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000044 || 2666 || mbpdb_ace_000224 || MBPDB_P05814_HLPLP_140-144 || 2423 || 3667 || 4186 || 5316 || 6001 || 6329 || 6787 || 6826,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2666 || 1) 10.1080/00021369.1989.10869621, 2) 10.1016/j.idairyj.2005.12.012, 3) 10.1002/mnfr.200900449 || Milk Casein derived || Milk (human β casein) || Human (Human Beta Casein) || Milk || Human (Synthetic peptide of Human beta casein)","BIOPEP-UWM || 1) Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein, 2) Identification of bioactive peptides after digestion of human milk and infant formula with pepsin and pancreatin, 3) Changes in arterial blood pressure after single oral administration of milk-casein-derived peptides in spontaneously hypertensive rats || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC",False,True,0.5,0.8,0.4
HPFAQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,465.0,465.0,465.0,465.0,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000223 || MBPDB_P33048_HPFAQ_65-69 || 5317 || 5940,10.3168/jds.S0022-0302(05)73032-0 || Milk (caprine kefir),"Angiotensin-Converting Enzyme Inhibitory Activity of Peptides Derived from Caprine Kefir || Capra hircus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC, UF",False,True,0.5,0.8,0.4
HPIKH,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,190.37965060107388,1269.2,1264.065,996.9274126502684,6.6666789018302826,2,4,4,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,,fermfoodb_ace_000827 || FMDB2073 || 2533 || 5318 || 6083,12957917 || Milk (Sodium caseinate),singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL and furanacryloyl-Phe-Gly-Gly as substate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,False,True,0.5,0.8,0.4
HQIYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,71.5,110.0,110.0,103.58333333333331,1.5384615384615383,3,6,6,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000027 || 2645 || mbpdb_ace_000221 || MBPDB_P05814_HQIYP_208-212 || 2429 || 6025 || 6312 || 6850,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2645 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
HYVPV,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,998.2,998.2,998.2,998.2,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000379 || 9083,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9083,BIOPEP-UWM,False,True,0.5,0.7,0.35
IAGRP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,25.94,25.94,25.94,25.94,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000319 || 9019,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9019,BIOPEP-UWM,False,True,0.5,0.7,0.35
IAIPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,600.0,900.0,600.0,720.0,1.5,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000055 || MBPDB_P07498_IAIPP_118-122 || 2525 || 5319 || 6048 || 6655,10.1080/00021369.1989.10869621 || Milk (human casein),Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),False,True,0.5,0.8,0.4
IAYKP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.93,2.93,2.93,2.93,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2322,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
IDPNG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,8.4,8.4,8.4,8.4,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1993,Legume (Pea proteins),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
IEKPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.2,1.2,1.2,1.2,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2915,Fish muscle proteins,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Shalaby et al. (2006) || UF, GF, RP-HPLC",False,True,0.5,0.7,0.35
IHETT,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.7,2.7,2.7,2.7,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2014,Meat protein,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
IIAEK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,63.7,63.7,63.7,63.7,1.0,2,2,2,,,,biopep_core_standardized || mbpdb_core_standardized,False,False,,biopep_ace_000468 || 9230 || mbpdb_ace_000068 || MBPDB_P02754_IIAEK_87-91,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9230 || 10.1016/j.jff.2014.04.002,BIOPEP-UWM || Selective enrichment of bioactive properties during ultrafiltration of a tryptic digest of β-lactoglobulin || Bos taurus || Beta-lactoglobulin,False,True,0.5,0.8,0.4
IIAMK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,498.0,498.0,498.0,498.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,5537,Buffalo colostrum Beta Lactoglobulin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Jimsheena and Gowda (2009) || HPLC, LC-MS",False,True,0.5,0.7,0.35
IKLPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,193.9,193.9,193.9,193.9,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000314 || 9014,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9014,BIOPEP-UWM,False,True,0.5,0.7,0.35
IKPVQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,33.5,33.5,33.5,33.5,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,4642,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
ILVDR,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,81.25,81.25,81.25,81.25,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000741 || 10775,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10775,BIOPEP-UWM,False,True,0.5,0.7,0.35
INYWL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,11.0,11.0,11.0,11.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1306,Whey (Whole whey protein),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, UF",False,True,0.5,0.7,0.35
IPAGV,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,93.0,93.0,93.0,93.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000608 || 9938,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9938,BIOPEP-UWM,False,True,0.5,0.7,0.35
IPAIN,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,432.6,432.6,432.6,432.6,1.0,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,5320 || 5935,Milk (caprine kefir),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC, UF",False,True,0.5,0.7,0.35
IPAQK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,201.0,201.0,201.0,201.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2466,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
IPAVF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,9.09,9.719040688140357,9.404520344070178,9.404520344070178,1.0692013958350228,2,2,2,,,,mbpdb_core_standardized || ferm_strict_core_standardized,False,False,,mbpdb_ace_000074 || MBPDB_P02754_IPAVF_94-98 || fermfoodb_ace_000816 || FMDB2043,10.1021/acs.jafc.9b06237,Structure-Based Identification and Design of Angiotensin Converting Enzyme-Inhibitory Peptides from Whey Proteins || Bos taurus || Beta-lactoglobulin || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,False,True,0.5,0.8,0.4
IRAQQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.2,160.0,81.0,81.88,38.095238095238095,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000112 || 3516 || 2438 || 5321 || 5813 || 6435,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3516 || Cereals (Maize (Zea mays)) || A-zein hydrolysate,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC",False,True,0.5,0.8,0.4
IRPVQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.4,1.41,1.4,1.403333333333333,1.0071428571428571,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,2307 || 5322 || 5674,Fish (Bonito (Sarda bowel)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, HIC",False,True,0.5,0.7,0.35
IRWCT,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.0,1.0,1.0,1.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2040,Egg proteins,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
