sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes
AY,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,14.2,20000.0,40.0,40.0,1408.4507042253522,5,27,13,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000061 | ace_merged_000062 | ace_merged_000063 | ace_merged_000064 | ace_merged_000065 | ace_merged_000066 | ace_merged_000067 | ace_merged_000068 | ace_merged_000069 | ace_merged_000070 | ace_merged_000071 | ace_merged_000072 | ace_merged_000073 | ace_merged_000074 | ace_merged_000075 || 1268 | 1365 | 1414 | 1500 | 1877 | 1889 | 2650 | 3563 | 5138 | 5719 | 5782 | 6208 | 6472 | FMDB844 | MBPDB_P24627_AY_184-185 || biopep_ace_000141 || 3563 || mbpdb_ace_000029 || MBPDB_P24627_AY_184-185 || fermfoodb_ace_000249 || FMDB844 || 1268 || 1877 || 1889 || 2650 || 5138 || 5719 || 5782 || 6208 || 6472,10.1080/1475636031000138723 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3563 || 19994857 || Soybean || Cereals (Corn Gluten meal) || Soybean Sauce || Cereals (Corn gluten meal) || Cereals (Corn (Zea mays)) || Cereals (Maize (Zea mays)) || Soybean (Glycine max - Fermented soybean seasoning) || Alpha-zein,"source_count=4; spread_ratio=1408.4507 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | FermFooDb | MBPDB || AHTPDB: ID 1127, 1268, 1365, 1414, 1500, 1877, 1889, 2650, 2686, 2744, 2977, 3004, 3072, 3175, 3211, 3469, 3757, 3787, 3894, 4068, 4444, 4493, 4670, 5138, 5583, 5719, 5782, 6208, 6472 AODB: ID AOPE0711 BindingDB: ID 50188523 BIOPEP-UWM database of bioactive peptide: ID 7866; 8765 BRENDA: Ligand Ala-Tyr CAS: Registry No 3061-88-9 ChEBI: ID 73395 ChEMBL: ID CHEMBL94016 Chemspider: ID 83903 DFBP: ID DFBPACEI0616, DFBPANHY0455, DFBPANHY0656, DFBPANHY0945, DFBPANOX0047, DFBPANOX0775, DFBPMUFU0141 ECHA: ID 221-305-7 EPA CompTox: ID DTXSID00184677 EROP-Moscow: ID E04098 FermFooDB: ID FMDB844, FMDB1996 FooDB: ID FDB111756 HMDB: ID HMDB0028699 J-GLOBAL: ID 200907058047799951 Metabolights: ID MTBLC73395 Metabolomics Workbench: ID 78674 Nikkaji: ID J80.626I NMRShiftDB: ID 60023645 PepLife: ID 1196 PlantPepDB: ID PPepDB_240 PubChem: CID 92946 Sabio-RK: ID 23225, 25527 SATPdb: ID satpdb10146 SureChEMBL: ID SCHEMBL2493049 ZINC: ID ZINC000002390894 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB844 || BIOPEP-UWM || Characterization of New Milk-derived Inhibitors of Angiotensin Converting Enzyme In Vitro and In Vivo || Bos taurus || Lactotransferrin || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ACE color kit conatining p-hydroxybenzoylglycyl-L-histidyl-L-leucine as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RPC, LC-MS/MS || Cushman and Cheung (1971) || UF, SEC, RPC, LC/MS || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || NMR, LC-MS, GPC || HPLC-ESI-MS || GFC, RP-HPLC || RP-HPLC || ACE color kit (Fujirebio Corp., Tokyo, Japan), Ka || RP-HPLC, TLC"
CF,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.96,1490.70174785,1.98,1.98,760.56211625,2,10,6,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000076 | ace_merged_000077 | ace_merged_000078 | ace_merged_000079 | ace_merged_000080 || 1114 | 2818 | 5139 | 6192 | 6699 || 1114 || 2818 || 5139 || 6192 || 6699,Fish (Shark meat) || Fish (Shark) || Fish (Shark meat hydrolysate),"source_count=1; spread_ratio=760.5621 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || He et al. || UF, GF and RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || UF, GF, RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC, UF"
DA,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,3800.0,3800.0,3800.0,3800.0,1.0,3,4,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000081 | ace_merged_000082 || 6592 | 7606 || biopep_ace_000210 || 7606 || 6592,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7606,source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || ACToR: ID 13433-02-8 AHTPDB: ID 1688; 3090; 3095; 3139; 3239; 3470; 3835; 3895; 4413; 4541; 4693; 6592 BindingDB: ID 50169166 BIOPEP-UWM database of bioactive peptides: ID 7606; 9492 BIOPEP-UWM database of sensory peptides and amino acids: ID 230; 350 BRENDA: Ligand Asp-Ala ChEBI: ID 73826 ChEMBL: ID CHEMBL17503 ChemIDplus: ID 3433-02-88 ChemSpider: ID 4590792 EROP-Moscow: ID E01842 J-GLOBAL: ID 200907068654974784 Metabolights: ID MTBLC73826 Nikkaji: ID J81.614K PubChem: CID 5491963 SATPdb: ID satpdb20092 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
DF,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,360.0,20000.0,361.55,361.55,55.55555555555556,3,7,4,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000083 | ace_merged_000084 | ace_merged_000085 | ace_merged_000086 || 1396 | 5140 | 5647 | 9074 || biopep_ace_000371 || 9074 || 5140 || 5647,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9074 || Anchovy (sauce),"source_count=2; spread_ratio=55.5556 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1396, 4710, 5140, 5647 BindingDB: ID 50049759 BioPepDB: ID biopep00124 BRENDA: Ligand Asp-Phe ChEBI: ID 73830 ChEMBL: ID CHEMBL170376 ChemIDplus: ID 013433095 ChemSpider: ID 84028 HMDB: ID HMDB0000706 J-GLOBAL: ID 200907071476921290 Metabolights: ID MTBLC73830 Nikkaji: ID J27.535B PubChem: CID 93078 SATPdb: ID satpdb10720 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC"
DG,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,2.15,20000.0,12.3,12.3,9302.32558139535,2,16,8,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000087 | ace_merged_000088 | ace_merged_000089 | ace_merged_000090 | ace_merged_000091 | ace_merged_000092 | ace_merged_000093 | ace_merged_000094 | ace_merged_000095 || 1042 | 1265 | 1404 | 1492 | 1830 | 2911 | 5141 | 6224 | 6667 || 1042 || 1265 || 1830 || 2911 || 5141 || 6224 || 6667,Shrimp || Soybean Protein || Soybean || Soybean (Defatted soybean meal) || Soybean (Glycine max),"source_count=1; spread_ratio=9302.3256 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || He et al. || UF, GFC, RP-HPLC || RP-HPLC with Cushman and Cheung (1971) || UF, HPLC || Cushman and Cheung (1971) || RP-HPLC || IEC, UF"
DK,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,510.0,510.0,510.0,510.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000096 || 6928,Chemically Synthesized,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
DL,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.0,20000.0,2000.0,2000.0,,2,4,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier E,ace_merged_000097 | ace_merged_000098 | ace_merged_000099 || 10408 | 1399 | 6168 || 6168,Fish (Sardine (Sardina pilchardus fermented sauce)),"spread_ratio_unavailable || unknown or insufficient evidence pattern || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1399; 6168 BIOPEP-UWM database of sensory peptides and amino acids: ID 231, 353 BRENDA: Ligand Asp-Leu CAS: Registry No 3062-14-4 ChEBI: ID 68596 ChemSpider: ID 5360507 COCONUT: ID CNP0346655 DFBP: ID DFBPACEI1715 EROP-Moscow: E01844 J-GLOBAL: ID 200907002129479402 Metabolomic Workbench: ID 78726 Nikkai: ID J80.628E PubChem: ID 6992367 SASTPdb: ID satpdb12677 SureChEMBL: ID SCHEMBL3783635 ZINC: ID ZINC01575282 || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC"
DM,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,600.0,20000.0,601.3,601.3,33.333333333333336,3,7,4,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000100 | ace_merged_000101 | ace_merged_000102 | ace_merged_000103 || 1398 | 5142 | 6167 | 9075 || biopep_ace_000372 || 9075 || 5142 || 6167,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9075 || Fish (Sardine (Sardina pilchardus fermented sauce)),"source_count=2; spread_ratio=33.3333 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1398, 4713, 5142, 6167 BioPepDB: ID biopep00145 BIOPEP-UWM Virtual database: ID 138 ChemSpider: ID 8032284 SATPdb: ID satpdb11083 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC"
DP,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,2.15,2.15,2.15,2.15,1.0,3,4,3,,,,merged_short23_tiered_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000104 | ace_merged_000105 || 2617 | FMDB1 || fermfoodb_ace_000001 || FMDB1 || 2617,18521593 || Marine shrimp (acetes chinensis),source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | FermFooDb || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1 || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || small || exact_molar_value || not_converted: ic50_type不是mass_unit || He et al. || ESI-MS/MS
DR,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,110.5,110.5,110.5,110.5,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_000106 || 10091 || biopep_ace_000647,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10091,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID 8769 BRENDA: Ligand Asp-Arg ChEBI: ID 73445 ChEMBL: ID CHEMBL1222329 ChemSpider: ID 17279431 FeptideDB: ID 8769 J-GLOBAL: ID 200907039358420013 Metabolights: ID MTBLC73445 Nikkaji: ID J2.266.679G PubChem: CID 16122509 SureChEMBL: ID SCHEMBL3910834
DW,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,13.0,258.0,257.93,257.93,19.846153846153847,3,6,4,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000107 | ace_merged_000108 | ace_merged_000109 || 10990 | 2794 | 2845 || biopep_ace_000775 || 10990 || 2794 || 2845,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10990 || Synthesized,"source_count=2; spread_ratio=19.8462 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 2794, 2845 BindingDB: ID 50188490 BioPepDB: ID biopep00155 BIOPEP-UWM Virtual database: ID 134 BRENDA: Ligand Asp-Trp CAS: Registry No 71835-79-5 ChEBI: ID 158042 ChEMBL: ID CHEMBL210490 ChemSpider: ID 5382958 EPA CompTox: ID DTXSID601312630 EROP-Moscow: ID E14471 FooDB: ID FDB111817 HMDB: ID HMDB0028764 J-GLOBAL: ID 200907054453844946 Metabolights: ID MTBLC73831 Metabolomics Workbench: ID 78733 Nikkaji: ID J889.670D PMhub: ID MS000243508 PubChem: CID 7020001 SATPdb: ID satpdb14528 SureChEMBL: ID SCHEMBL7422711 UniChem: ID 142891 Wikidata: ID Q27144149 ZINC: ID ZINC000002560972 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit"
DY,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,100.0,20000.0,10050.0,10050.0,200.0,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_000110 | ace_merged_000111 || 1350 | 9072 || biopep_ace_000369 || 9072,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9072,"source_count=2; spread_ratio=200.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || ACToR: ID 22840-03-5 AHTPDB: ID 1350, 4215, 4954 BindingDB: ID 50049712 BioPepDB: ID biopep00157 BIOPEP-UWM database of bioactive peptides: ID 2749 BIOPEP-UWM database of sensory peptides and amino acids: ID 480 Brenda: Ligand Asp-Tyr ChEBI: ID 73455 ChEMBL: ID CHEMBL171132 ChemSpider: ID 134366 EPA CompTox: ID DTXSID20177389 EPA DSSTox: ID DTXCID3099880 EROP-Moscow: ID E01600 J-GLOBAL: ID 200907055017390758 Metabolights: ID MTBLC73455 Nikkaji: ID J861.377J PubChem: CID 152455 SATPdb: ID satpdb22485 SureChEMBL: ID SCHEMBL7935661 ZINC: ID ZINC000002391137 || BIOPEP-UWM"
EA,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,10000.0,10000.0,10000.0,10000.0,1.0,3,4,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000112 | ace_merged_000113 || 6610 | 7623 || biopep_ace_000227 || 7623 || 6610,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7623,source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || ACToR: ID 21064-18-6 AHTPDB: ID 2997; 3032; 3046; 3071; 3255; 3359; 3427; 3472; 3555; 3836; 3897; 4397; 4542; 4696; 6610 BindingDB: ID 50169155 BioPepDB: ID biopep00162 BIOPEP-UWM database of bioactive peptides: ID 9650 BIOPEP-UWM database of sensory peptides and amino acids: ID 362; 363 BRENDA: Ligand Glu-Ala ChEBI: ID 73849 ChemIDplus: ID 21064-18-6 ChEMBL: ID CHEMBL90074 ChemSpider: ID 5360636 CTD: 21064-18-6 HMDB: ID HMDB0003764 J-GLOBAL: ID 200907083878894890 Metabolights: ID MTBLC73849 Nikkaji: ID J150.577G PubChem: ID 6992506 SATPdb: ID satpdb18482 SDBS: ID NMR-CDS-07-416 SureChEMBL: ID SCHEMBL751142 ZINC: ID ZINC01576200 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
EG,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,10000.0,20000.0,10000.0,10000.0,2.0,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000115 | ace_merged_000116 | ace_merged_000117 || 1487 | 6609 | 7622 || biopep_ace_000226 || 7622 || 6609,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7622,source_count=2; spread_ratio=2.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1487; 3142; 3254; 3335; 3825; 3898; 4398; 4531; 4663; 6609 BindingDB: ID 50188507 BIOPEP-UWM database of bioactive peptides: ID 8770 BIOPEP-UWM database of sensory peptides and amino acids: ID 232; 358 ChEBI: ID 73505 ChEMBL: ID CHEMBL421361 ChemSpider: ID 4932470 DFBP: ID DFBPACEI1627 EROP-Moscow: ID E01847 PubChem: ID 6427052 SATpdb: ID satpdb21475 ZINC: ID ZINC01731776 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
EP,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,1200.0,1200.0,1200.0,1200.0,1.0,2,4,3,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000119 | ace_merged_000120 || 5143 | 5643 || 5143 || 5643,Anchovy (sauce),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC"
ER,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,270.0,667.0,667.0,667.0,2.4703703703703703,3,6,4,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000121 | ace_merged_000122 | ace_merged_000123 || 5144 | 6115 | 9944 || biopep_ace_000613 || 9944 || 5144 || 6115,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9944 || Pork (Sus domesticus),"source_count=2; spread_ratio=2.4704 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 2708, 4719, 5144, 6115 BioPepDB: ID biopep00188 ChemSpider: ID 7972216 EROP-Moscow: ID E09356 HMDB: ID HMDB0028813 PubChem: CID 9796450 SATPdb: ID satpdb22163 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC"
EY,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,2.68,1289.0335471,2.68,2.68,480.9826668283582,2,10,6,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000125 | ace_merged_000126 | ace_merged_000127 | ace_merged_000128 | ace_merged_000129 || 1115 | 2819 | 5145 | 6193 | 6700 || 1115 || 2819 || 5145 || 6193 || 6700,Fish (Shark meat) || Fish (Shark) || Fish (Shark meat hydrolysate),"source_count=1; spread_ratio=480.9827 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || He et al. || UF, GF and RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || UF, GF, RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC, UF"
FA,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,487.1,487.1,487.1,487.1,1.0,2,2,2,,,,merged_short23_tiered_standardized || mbpdb_core_standardized,False,False,Tier C,ace_merged_000130 || MBPDB_P02666_FA_67-68 || mbpdb_ace_000231,10.1016/j.foodchem.2014.01.056,only_one_record_after_merge || single-source evidence with usable IC50 || MBPDB || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein
FE,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.45,1359.11114131,1.45,1.45,937.3180284896551,2,8,5,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000131 | ace_merged_000132 | ace_merged_000133 | ace_merged_000134 || 1117 | 2821 | 5146 | 6195 || 1117 || 2821 || 5146 || 6195,Fish (Shark meat) || Fish (Shark),"source_count=1; spread_ratio=937.3180 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || He et al. || UF, GF and RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || UF, GF, RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC, UF"
FF,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,59.15,59.15,59.15,59.15,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_000135 || 10027 || biopep_ace_000635,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10027,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || AHTPDB: ID 3879; 5404 BIOPEP-UWM database of bioactive peptides: ID 10028 BIOPEP-UWM database of sensory peptides and amino acids: ID 9 BRENDA: Ligand Phe-Phe CHEBI: ID 72723 ChemSpider: ID 5361193 EROP-Moscow database: ID E24050 FooDB: ID FDB029369 HMDB: ID HMDB0013302 J-GLOBAL: ID 200907064405220979 Nikkaji: ID J192.083 ParaPep: ID 1166 PubChem: ID 6993090 SATPdb: ID satpdb13383 ZINC: ID ZINC01605264
FG,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,3700.0,20000.0,3700.0,3700.0,5.405405405405405,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000136 | ace_merged_000137 | ace_merged_000138 || 1483 | 6591 | 7605 || biopep_ace_000209 || 7605 || 6591,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7605,source_count=2; spread_ratio=5.4054 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || ACToR: ID 294-26-2 AHTPDB: ID 1483; 3058; 3144; 3238; 3479; 3809; 3876; 3907; 4415; 4515; 4674; 5412; 6591 BindingDB: ID 50139894 BioPepDB: ID biopep00236 BIOPEP-UWM database of sensory peptides and amino acids: ID 18 BitterDB: ID 835 BRENDA: Ligand Phe-Gly ChEBI: ID 73635 ChEMBL: ID CHEMBL417979 ChemSpider: ID 5360444 EROP-Moscow: ID E03702; E10395 FeptideDB: ID 7605 J-GLOBAL: ID 200907031969906344 MeSH: Term phenylalanylglycine; ID C040500 Metabolights: ID MTBLC73635 Nikkaji: ID J79.926B PlantPepDB: ID PPepDB_2903 PubChem: CID 6992304 SATPdb: ID satpdb13141 SureChEMBL: ID SCHEMBL1329817 ZINC: ID ZINC01569733 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
FK,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,265.43,265.43,265.43,265.43,1.0,3,4,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000139 | ace_merged_000140 || 10718 | 1236 || biopep_ace_000738 || 10718 || 1236,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10718 || Sweet-potato tuber defensin,"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || BRENDA: Ligand Phe-Lys CAS: Registry No 6456-72-0 ChEBI: ID 141443 ChemSpider: ID 76963305 EROP-Moscow: ID E01598 HMDB: ID HMDB0029000 J-GLOBAL: ID 200907074066868471 Metabolomics Workbench: ID 78927 Nikkaji: ID J81.224B PlantPepDB: ID PPepDB_38 PubChem: CID 15607820 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || Ni2+-chelate AC"
FL,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.33,20000.0,7.465,7.465,15037.593984962405,3,7,4,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000141 | ace_merged_000142 | ace_merged_000143 | ace_merged_000144 || 11103 | 1219 | 1436 | 1988 || biopep_ace_000789 || 11103 || 1219 || 1988,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11103 || Rapeseed (Canola meal defatted),"source_count=2; spread_ratio=15037.5940 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || ACToR: ID 3303-55-7 AHTPDB: ID 1219; 1436; 1988; 3877; 5411; 5415 BindingDB: ID 50282727 BioPepDB: ID biopep00251 BIOPEP-UWM database of bioactive peptides: ID 8555 BIOPEP-UWM database of sensory peptides and amino acids: ID 42 BitterDB: ID 836 BRENDA: Ligand Phe-Leu CAS: Registry No 3303-55-7 ChEBI: ID 91150 ChEMBL: ID CHEMBL37879 ChemIDplus: ID 3303-55-7 ChemSpider ID: 69264 CTD: ID 3303-55-7 DFBP: ID DFBPACEI0246; DFBPANOX0759; DFBPDPIV0177; DFBPMUFU0081 EPA CompTox: ID DTXSID60954651 EROP-Moscow: ID E01597 J-GLOBAL: ID 200907070370465370 MBPDB: Peptide FL Metabolights: ID MTBLC91150 Metabolomics Workbench: ID 78926 Nikkaji: ID J80.688I PubChem: CID 76808 SATPdb: ID satpdb22674 SureChEMBL: ID SCHEMBL1396480 Wikidata: ID Q27163086 ZINC: ID ZINC000002390944 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || HPLC method by Wu,Aluko and Muir || GPC"
FP,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,315.0,20000.0,315.0,315.0,63.492063492063494,4,23,11,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000145 | ace_merged_000146 | ace_merged_000147 | ace_merged_000148 | ace_merged_000149 | ace_merged_000150 | ace_merged_000151 | ace_merged_000152 | ace_merged_000153 | ace_merged_000154 | ace_merged_000155 | ace_merged_000156 || 1334 | 1366 | 1664 | 1743 | 2580 | 5147 | 5565 | 5948 | 6421 | FMDB1627 | FMDB1639 | MBPDB_P02769_FP_246-247 || mbpdb_ace_000007 || MBPDB_P02769_FP_246-247 || fermfoodb_ace_000704 | fermfoodb_ace_000713 || FMDB1627 | FMDB1639 || 1334 || 1664 || 1743 || 2580 || 5147 || 5565 || 5948 || 6421,"1) 10.3168/jds.S0022-0302(98)75878-3, 2) 10.1080/1475636031000138723, 3) 10.1016/j.foodchem.2014.01.056 || Bovine Serum Albumin || Casein albumin || Cheese whey protein || Beta Casein albumin || Milk (cheese whey) || Whey protein","source_count=3; spread_ratio=63.4921 || multi-source evidence but conflicting IC50 range || AHTPDB | FermFooDb | MBPDB || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1627 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1639 || 1) Structural analysis of new antihypertensive peptides derived from cheese whey protein by proteinase K digestion, 2) Characterization of New Milk-derived Inhibitors of Angiotensin Converting Enzyme In Vitro and In Vivo, 3) Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Serum albumin || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Yamamoto et al. || RP-HPLC, GFC || Enzymatic Hydrolysis of milk proteins || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || RP-HPLC, GF || GFC, RP-HPLC, HIC"
