sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,sample_weight,weight_len,weight_quality,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,source_table_set,source_file_set,origin_source_set,raw_record_ids,citation_ids,notes,row_count_after_filter
AHKAL,5,aux,False,True,9.84539552492593,5.006766832005056,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,9.84539552492593,9.84539552492593,9.84539552492593,9.84539552492593,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000818 || FMDB2045,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,1
AKLEK,5,aux,False,True,227.46,3.643094965189922,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,227.46,227.46,227.46,227.46,1.0,,,,ahtpdb_clean_um_standardized,2469,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
AKYCY,5,aux,False,True,19.95,4.700057099977233,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,19.95,19.95,19.95,19.95,1.0,,,,ahtpdb_clean_um_standardized,2379,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
AKYSY,5,aux,False,True,1.5,5.823908740944319,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,1.5,1.5,1.5,1.5,1.0,,,,ahtpdb_clean_um_standardized,2308 || 6676,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,2
ALAFQ,5,aux,False,True,165.96,3.7799965738430648,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,165.96,165.96,165.96,165.96,1.0,,,,ahtpdb_clean_um_standardized,2454,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
ALPHA,5,aux,False,True,10.0,5.0,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,7,False,False,,10.0,79.0,10.0,29.714285714285715,7.9,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000056 || 3343 || 1067 || 5309 || 5310 || 5659 || 5672 || 6340,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3343 || Fish (Dried Bonito) || Fish (Bonito (Sarda - dried bonito (katsuobusi))) || Fish (Bonito (Sarda bowel)) || Fish (Dried bonito),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC || RP-HPLC, HIC || GFC, IEC, RP-HPLC, HIC",7
ALPMH,5,aux,False,True,521.0,3.2831622767004753,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,3,False,False,,521.0,521.0,521.0,521.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000070 || MBPDB_P02754_ALPMH_158-162 || 1321 || 2507,10.1017/s0022029999003982 || Whey protein (Beta Lactoglobulin),"Angiotensin I-converting enzyme inhibitory properties of whey protein digests: concentration and characterization of active peptides || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC",3
AMKPW,5,aux,False,True,580.0,3.2365720064370627,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,3,False,False,,580.0,580.0,580.0,580.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000284 || MBPDB_P02663_AMKPW_204-208 || 2510 || 6646,10.3168/jds.S0022-0302(96)76487-1,Identification of an Antihypertensive Peptide from Casein Hydrolysate Produced by a Proteinase from Lactobacillus helveticus CP790 || Bos taurus || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit,3
AMNPP,5,aux,False,True,304.5,3.5164127030311056,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,304.5,304.5,304.5,304.5,1.0,,,,biopep_core_standardized,biopep_ace_000313 || 9013,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9013,BIOPEP-UWM,1
APLRV,5,aux,False,True,9.56067766155421,5.01951132380725,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,9.56067766155421,9.56067766155421,9.56067766155421,9.56067766155421,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000817 || FMDB2044,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,1
APSAK,5,aux,False,True,326.0,3.486782399932061,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,326.0,326.0,326.0,326.0,1.0,,,,ahtpdb_clean_um_standardized,3744,Fungi (Agaricus bisporus),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || UF, RP-HPLC, Col. Chromatography,",1
APVPP,5,aux,False,True,630.96,3.199998172182031,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,630.96,630.96,630.96,630.96,1.0,,,,ahtpdb_clean_um_standardized,2515,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
AQSAP,5,aux,False,True,505.2642456829395,3.2964814329155314,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,505.2642456829395,505.2642456829395,505.2642456829395,505.2642456829395,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000815 || FMDB2042,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,1
ARHPH,5,aux,False,True,15.63,4.806041021980813,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,3,False,False,,15.15,15.641241579690115,15.63,15.47374719323004,1.0324251867782257,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized,biopep_ace_000467 || 9229 || mbpdb_ace_000061 || MBPDB_P02668_ARHPH_117-121 || fermfoodb_ace_000215 || FMDB799,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9229 || 10.1016/j.idairyj.2007.02.009 || 25829629,BIOPEP-UWM || ACE-inhibitory activity of probiotic yoghurt || Bos taurus || Kappa-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL as substate,3
ARPAK,5,aux,False,True,19.05,4.720105019988361,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,19.05,19.05,19.05,19.05,1.0,,,,ahtpdb_clean_um_standardized,2378,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
AVPYP,5,aux,False,True,80.0,4.096910013008056,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,80.0,80.0,80.0,80.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000241 || MBPDB_P02666_AVPYP_192-196 || 2436 || 5311 || 5857 || 6356,10.1080/00021369.1987.10868244 || Milk (bovine casein) || Casein,Studies on the Active Site and Antihypertensive Activity of Angiotensin I-Converting Enzyme Inhibitors Derived from Casein || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971),5
AVVRP,5,aux,False,True,74.0,4.130768280269024,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,6,False,False,,74.0,74.0,74.0,74.0,1.0,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000238 || 7799 || mbpdb_ace_000060 || MBPDB_P07498_AVVRP_85-89 || 2432 || 5312 || 6037 || 6703,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7799 || 10.1080/00021369.1989.10869621 || Milk (human casein),BIOPEP-UWM || Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),6
AYFYP,5,aux,False,True,750.5,3.124649303420711,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,500.0,1001.0,750.5,750.5,2.002,,,,ahtpdb_clean_um_standardized,2502 || 6438,A-casein,small || exact_molar_value || not_converted: ic50_type不是mass_unit,2
DHPFL,5,aux,False,True,6.2,5.207608310501746,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,6.2,6.2,6.2,6.2,1.0,,,,ahtpdb_clean_um_standardized,2545,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
DIGYY,5,aux,False,True,3.39,5.4698003017969175,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,3.39,3.39,3.39,3.39,1.0,,,,ahtpdb_clean_um_standardized,2325,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
DKIHP,5,aux,False,True,113.1,3.946537395074545,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,8,False,False,,113.0,113.1,113.1,113.075,1.0008849557522124,,,,mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000239 || MBPDB_P11839_DKIHP_62-66 || fermfoodb_ace_000693 | fermfoodb_ace_000698 | fermfoodb_ace_000700 | fermfoodb_ace_000709 | fermfoodb_ace_000714 || FMDB1596 | FMDB1615 | FMDB1622 | FMDB1633 | FMDB1645 || 2450 || 4313,"1) 10.1016/j.chroma.2004.05.022, 2) 10.1021/jf049532f || Milk-Cheese (Sheep milk and cheeses proteins)","1) Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry, 2) ACE-Inhibitory Activity and Structural Properties of Peptide Asp-Lys-Ile-His-Pro [β-CN f(47-51)] Study of the Peptide Forms Synthesized by Different Methods || Ovis aries || Beta-casein || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, RP-HPLC",4
DLTDY,5,aux,False,True,143.0,3.844663962534938,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,143.0,143.0,143.0,143.0,1.0,,,,ahtpdb_clean_um_standardized,6100,Oyster Crassostrea gigas,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,1
DYVGN,5,aux,False,True,1.435,5.843148098929989,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,0.72,2.15,1.435,1.435,2.986111111111111,,,,ahtpdb_clean_um_standardized,2317 || 2864,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,2
ENGEC,5,aux,False,True,0.074572571844307,7.1274208787877145,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,0.074572571844307,0.074572571844307,0.074572571844307,0.074572571844307,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000173 || FMDB372,22901481,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || spectrophotometeric assay using HHL as substrate,1
EVPKA,5,aux,False,True,324.77,3.488424094690084,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,324.77,324.77,324.77,324.77,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000232 || MBPDB_P05814_EVPKA_100-104,10.1016/j.idairyj.2005.12.012,Identification of bioactive peptides after digestion of human milk and infant formula with pepsin and pancreatin || Homo sapiens || Beta-casein,1
FFFPK,5,aux,False,True,510.67,3.2918596546119514,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,510.67,510.67,510.67,510.67,1.0,,,,biopep_core_standardized,biopep_ace_000742 || 10776,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10776,BIOPEP-UWM,1
FFVAP,5,aux,False,True,6.0,5.221848749616356,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,6,False,False,,6.0,503.51,6.0,88.91833333333334,83.91833333333334,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000323 || MBPDB_P02662_FFVAP_38-42 || 2505 || 5313 || 5845 || 6416 || 6856,"1) 10.1080/00021369.1985.10866901, 2) 10.3168/jds.2019-17976 || Milk (bovine casein) || Casein || Human (Synthetic peptide of Human beta casein)","1) Angiotensin I-Converting Enzyme Inhibitor Derived from an Enzymatic Hydrolysate of Casein II Isolation and Bradykinin-potentiating Activity on the Uterus and the Ileum of Rats, 2) Characterization of casein-derived peptide bioactivity: Differential effects on angiotensin-converting enzyme inhibition and cytokine and nitric oxide production || Bos taurus || Alpha-S1-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",6
FLVPP,5,aux,False,True,12.02,4.92009553233328,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,12.02,12.02,12.02,12.02,1.0,,,,ahtpdb_clean_um_standardized,2364,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
FYPEL,5,aux,False,True,76.46000000000001,4.11656570631699,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,71.3,81.62,76.46000000000001,76.46000000000001,1.144740532959327,,,,biopep_core_standardized || mbpdb_core_standardized,biopep_ace_000432 || 9178 || mbpdb_ace_000296 || MBPDB_P02662_FYPEL_160-164,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9178 || 1) 10.1016/j.idairyj.2013.05.008, 2) 10.3390/foods9080991","BIOPEP-UWM || 1) Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein",2
FYTGG,5,aux,False,True,3.8,5.42021640338319,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,3.8,3.8,3.8,3.8,1.0,,,,ahtpdb_clean_um_standardized,2039,Egg proteins,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
GEGGP,5,aux,False,True,180.1400966185,3.7443896086574875,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,106.280193237,254.0,180.1400966185,180.1400966185,2.3899090909026817,,,,ahtpdb_clean_um_standardized,1294 || 2736,Fungi (Mushroom (Tricholoma giganteum)) || Pholiota adiposa,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971) || UF, EC, RP-HPLC || exact_molar_value || not_converted: ic50_type不是mass_unit || MALDI-TOF-MS, UF, RP-HPLC",2
GILRP,5,aux,False,True,90.7,4.042392712939905,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,90.7,90.7,90.7,90.7,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000023 || MBPDB_P24627_GILRP_149-153,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,1
GLTSK,5,aux,False,True,65.4,4.184422251675732,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,65.4,65.4,65.4,65.4,1.0,,,,biopep_core_standardized,biopep_ace_000390 || 9097,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9097,BIOPEP-UWM,1
GPCSR,5,aux,False,True,168.735,3.7727948241667173,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,61.67,275.8,168.735,168.735,4.472190692395006,,,,ahtpdb_clean_um_standardized,1025 || 1238,Sweet-potato || Sweet-potato tuber defensin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS || TLC (Holmquist et al., 1979) || Ni2+-chelate AC",2
GPSMR,5,aux,False,True,277.5,3.556737012541305,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,277.5,277.5,277.5,277.5,1.0,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,fermfoodb_ace_000409 || FMDB1030 || 1016,Fungi (Mushroom (P.Cystidiosus)),"singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Novel angiotensin I-converting enzyme inhibitory peptides derived from an edible mushroom, Pleurotus cystidiosus O.K. Miller identified by LC-MS/MS || Ace inhibitory assay kit || small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS",2
GRVMP,5,aux,False,True,250.0,3.6020599913279625,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,7,False,False,,179.67,250.0,250.0,239.9528571428572,1.3914398619691657,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000002 || 2618 || mbpdb_ace_000227 || MBPDB_P05814_GRVMP_112-116 || 2462 || 5314 || 5991 || 6287 || 6816,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2618 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",7
GSAGY,5,aux,False,True,950.0,3.0222763947111524,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,950.0,950.0,950.0,950.0,1.0,,,,biopep_core_standardized,biopep_ace_000389 || 9095,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9095,BIOPEP-UWM,1
GTEKC,5,aux,False,True,168.735,3.7727948241667173,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,61.67,275.8,168.735,168.735,4.472190692395006,,,,ahtpdb_clean_um_standardized,1024 || 1250,Sweet-potato || Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC",2
GVHGV,5,aux,False,True,2.0,5.698970004336019,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,2.0,2.0,2.0,2.0,1.0,,,,ahtpdb_clean_um_standardized,2313 || 6712,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,2
GVHHA,5,aux,False,True,71.8,4.1438755557577,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,71.8,71.8,71.8,71.8,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000280 || 8296 || 1059 || 5315 || 5728 || 6771,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8296 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis) || Cuttlefish muscle (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC",5
GVYPH,5,aux,False,True,2511.89,2.5999993830236203,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,2511.89,2511.89,2511.89,2511.89,1.0,,,,ahtpdb_clean_um_standardized,2537,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
HLPLP,5,aux,False,True,41.0,4.3872161432802645,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,10,False,False,,31.3,21600.0,41.0,2197.018,690.0958466453674,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000044 || 2666 || mbpdb_ace_000224 || MBPDB_P05814_HLPLP_140-144 || 2423 || 3667 || 4186 || 5316 || 6001 || 6329 || 6787 || 6826,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2666 || 1) 10.1080/00021369.1989.10869621, 2) 10.1016/j.idairyj.2005.12.012, 3) 10.1002/mnfr.200900449 || Milk Casein derived || Milk (human β casein) || Human (Human Beta Casein) || Milk || Human (Synthetic peptide of Human beta casein)","BIOPEP-UWM || 1) Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein, 2) Identification of bioactive peptides after digestion of human milk and infant formula with pepsin and pancreatin, 3) Changes in arterial blood pressure after single oral administration of milk-casein-derived peptides in spontaneously hypertensive rats || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC",10
HPFAQ,5,aux,False,True,465.0,3.332547047110046,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,3,False,False,,465.0,465.0,465.0,465.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000223 || MBPDB_P33048_HPFAQ_65-69 || 5317 || 5940,10.3168/jds.S0022-0302(05)73032-0 || Milk (caprine kefir),"Angiotensin-Converting Enzyme Inhibitory Activity of Peptides Derived from Caprine Kefir || Capra hircus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC, UF",3
HPIKH,5,aux,False,True,1264.065,2.8982305934464185,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,4,False,False,,190.37965060107388,1269.2,1264.065,996.9274126502684,6.6666789018302826,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,fermfoodb_ace_000827 || FMDB2073 || 2533 || 5318 || 6083,12957917 || Milk (Sodium caseinate),singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL and furanacryloyl-Phe-Gly-Gly as substate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,4
HQIYP,5,aux,False,True,110.0,3.958607314841775,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,6,False,False,,71.5,110.0,110.0,103.58333333333331,1.5384615384615383,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000027 || 2645 || mbpdb_ace_000221 || MBPDB_P05814_HQIYP_208-212 || 2429 || 6025 || 6312 || 6850,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2645 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",6
HYVPV,5,aux,False,True,998.2,3.0007824344698966,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,998.2,998.2,998.2,998.2,1.0,,,,biopep_core_standardized,biopep_ace_000379 || 9083,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9083,BIOPEP-UWM,1
IAGRP,5,aux,False,True,25.94,4.586030028251939,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,25.94,25.94,25.94,25.94,1.0,,,,biopep_core_standardized,biopep_ace_000319 || 9019,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9019,BIOPEP-UWM,1
IAIPP,5,aux,False,True,600.0,3.2218487496163566,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,600.0,900.0,600.0,720.0,1.5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000055 || MBPDB_P07498_IAIPP_118-122 || 2525 || 5319 || 6048 || 6655,10.1080/00021369.1989.10869621 || Milk (human casein),Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),5
IAYKP,5,aux,False,True,2.93,5.533132379645891,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,2.93,2.93,2.93,2.93,1.0,,,,ahtpdb_clean_um_standardized,2322,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
IDPNG,5,aux,False,True,8.4,5.075720713938118,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,8.4,8.4,8.4,8.4,1.0,,,,ahtpdb_clean_um_standardized,1993,Legume (Pea proteins),small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
IEKPP,5,aux,False,True,1.2,5.920818753952375,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,1.2,1.2,1.2,1.2,1.0,,,,ahtpdb_clean_um_standardized,2915,Fish muscle proteins,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Shalaby et al. (2006) || UF, GF, RP-HPLC",1
